-1.423990058898925781e+01,-3.688405752182006836e-01,0.000000000000000000e+00,-4.098228737711906433e-02,1.217672061920166016e+01,-3.688405752182006836e-01,-6.947435438632965088e-02,-6.615519523620605469e-02,1.161037921905517578e+01,-1.607550680637359619e-01
-1.423542022705078125e+01,-3.684406876564025879e-01,0.000000000000000000e+00,-4.093785583972930908e-02,1.217313671112060547e+01,-3.684406876564025879e-01,-6.942263245582580566e-02,-6.607282906770706177e-02,1.161000537872314453e+01,-1.607845276594161987e-01
-1.423093891143798828e+01,-3.680407702922821045e-01,0.000000000000000000e+00,-4.089342057704925537e-02,1.216955089569091797e+01,-3.680407702922821045e-01,-6.937085092067718506e-02,-6.599034368991851807e-02,1.160963153839111328e+01,-1.608137339353561401e-01
-1.422645854949951172e+01,-3.676408827304840088e-01,0.000000000000000000e+00,-4.084898903965950012e-02,1.216596698760986328e+01,-3.676408827304840088e-01,-6.931906938552856445e-02,-6.590785831212997437e-02,1.160925674438476562e+01,-1.608431637287139893e-01
-1.422197818756103516e+01,-3.672409653663635254e-01,0.000000000000000000e+00,-4.080455377697944641e-02,1.216238307952880859e+01,-3.672409653663635254e-01,-6.926715373992919922e-02,-6.582531332969665527e-02,1.160888004302978516e+01,-1.608723402023315430e-01
-1.421749687194824219e+01,-3.668410778045654297e-01,0.000000000000000000e+00,-4.076012223958969116e-02,1.215879726409912109e+01,-3.668410778045654297e-01,-6.921517848968505859e-02,-6.574259698390960693e-02,1.160850334167480469e+01,-1.609016954898834229e-01
-1.421301651000976562e+01,-3.664411604404449463e-01,0.000000000000000000e+00,-4.071568697690963745e-02,1.215521335601806641e+01,-3.664411604404449463e-01,-6.916305422782897949e-02,-6.565987318754196167e-02,1.160812473297119141e+01,-1.609308570623397827e-01
-1.420853519439697266e+01,-3.660412728786468506e-01,0.000000000000000000e+00,-4.067125543951988220e-02,1.215162849426269531e+01,-3.660412728786468506e-01,-6.911092996597290039e-02,-6.557701528072357178e-02,1.160774326324462891e+01,-1.609602272510528564e-01
-1.420405483245849609e+01,-3.656413555145263672e-01,0.000000000000000000e+00,-4.062682017683982849e-02,1.214804363250732422e+01,-3.656413555145263672e-01,-6.905876100063323975e-02,-6.549425423145294189e-02,1.160736370086669922e+01,-1.609893292188644409e-01
-1.419957447052001953e+01,-3.652414679527282715e-01,0.000000000000000000e+00,-4.058238491415977478e-02,1.214445972442626953e+01,-3.652414679527282715e-01,-6.900641322135925293e-02,-6.541120260953903198e-02,1.160698223114013672e+01,-1.610184460878372192e-01
-1.419509315490722656e+01,-3.648415505886077881e-01,0.000000000000000000e+00,-4.053794965147972107e-02,1.214087486267089844e+01,-3.648415505886077881e-01,-6.895394623279571533e-02,-6.532815098762512207e-02,1.160659885406494141e+01,-1.610476076602935791e-01
-1.419061279296875000e+01,-3.644416630268096924e-01,0.000000000000000000e+00,-4.049351811408996582e-02,1.213729000091552734e+01,-3.644416630268096924e-01,-6.890153884887695312e-02,-6.524508446455001831e-02,1.160620975494384766e+01,-1.610767692327499390e-01
-1.418613243103027344e+01,-3.640417456626892090e-01,0.000000000000000000e+00,-4.044908285140991211e-02,1.213370609283447266e+01,-3.640417456626892090e-01,-6.884910166263580322e-02,-6.516186892986297607e-02,1.160582637786865234e+01,-1.611057966947555542e-01
-1.418165111541748047e+01,-3.636418581008911133e-01,0.000000000000000000e+00,-4.040465131402015686e-02,1.213012123107910156e+01,-3.636418581008911133e-01,-6.879641115665435791e-02,-6.507852673530578613e-02,1.160543823242187500e+01,-1.611350476741790771e-01
-1.417717075347900391e+01,-3.632419407367706299e-01,0.000000000000000000e+00,-4.036021605134010315e-02,1.212653636932373047e+01,-3.632419407367706299e-01,-6.874378025531768799e-02,-6.499524414539337158e-02,1.160504817962646484e+01,-1.611640453338623047e-01
-1.417268943786621094e+01,-3.628420233726501465e-01,0.000000000000000000e+00,-4.031578451395034790e-02,1.212295150756835938e+01,-3.628420233726501465e-01,-6.869107484817504883e-02,-6.491183489561080933e-02,1.160465526580810547e+01,-1.611928641796112061e-01
-1.416820907592773438e+01,-3.624421358108520508e-01,0.000000000000000000e+00,-4.027135297656059265e-02,1.211936759948730469e+01,-3.624421358108520508e-01,-6.863817572593688965e-02,-6.482830643653869629e-02,1.160426425933837891e+01,-1.612219959497451782e-01
-1.416372871398925781e+01,-3.620422482490539551e-01,0.000000000000000000e+00,-4.022691771388053894e-02,1.211578273773193359e+01,-3.620422482490539551e-01,-6.858521699905395508e-02,-6.474470347166061401e-02,1.160387134552001953e+01,-1.612510830163955688e-01
-1.415924739837646484e+01,-3.616423308849334717e-01,0.000000000000000000e+00,-4.018248245120048523e-02,1.211219787597656250e+01,-3.616423308849334717e-01,-6.853225827217102051e-02,-6.466110050678253174e-02,1.160347747802734375e+01,-1.612799763679504395e-01
-1.415476703643798828e+01,-3.612424433231353760e-01,0.000000000000000000e+00,-4.013805091381072998e-02,1.210861396789550781e+01,-3.612424433231353760e-01,-6.847913563251495361e-02,-6.457735598087310791e-02,1.160307979583740234e+01,-1.613089442253112793e-01
-1.415028667449951172e+01,-3.608425259590148926e-01,0.000000000000000000e+00,-4.009361565113067627e-02,1.210502910614013672e+01,-3.608425259590148926e-01,-6.842602789402008057e-02,-6.449360400438308716e-02,1.160268497467041016e+01,-1.613378971815109253e-01
