-1.246836948394775391e+01,-4.578574895858764648e-01,-9.080471843481063843e-02,3.878732398152351379e-02,1.075196743011474609e+01,-4.736410379409790039e-01
-9.094771385192871094e+00,1.719525754451751709e-01,8.623604476451873779e-02,7.947190105915069580e-02,-1.027703189849853516e+01,2.191648632287979126e-01
-8.126874923706054688e+00,2.186105847358703613e-01,2.483357191085815430e-01,1.733902096748352051e-02,-9.079797744750976562e+00,2.585186362266540527e-01
-5.439093589782714844e+00,-4.243972301483154297e-01,3.603107631206512451e-01,-3.679526597261428833e-02,-6.457642555236816406e+00,-5.851035118103027344e-01
-1.361713027954101562e+01,4.934919625520706177e-02,-1.698749214410781860e-01,-1.690755784511566162e-01,1.170478057861328125e+01,8.234554529190063477e-02
-1.388412857055664062e+01,-2.720015645027160645e-01,6.971655786037445068e-02,-2.007384598255157471e-01,1.175928401947021484e+01,-2.854478359222412109e-01
-1.398427200317382812e+01,-2.488202750682830811e-01,-1.412860602140426636e-01,4.244890064001083374e-03,1.203548336029052734e+01,-2.576543390750885010e-01
-1.032839488983154297e+01,-3.562925159931182861e-01,5.195660050958395004e-03,-1.804366111755371094e-01,9.100633621215820312e+00,-5.041188001632690430e-01
-5.279187202453613281e+00,2.613939344882965088e-02,2.664457559585571289e-01,1.464657336473464966e-01,-6.384566783905029297e+00,2.332546114921569824e-01
-1.179667949676513672e+01,-8.756896108388900757e-02,2.564178965985774994e-02,1.262771487236022949e-01,1.025156497955322266e+01,-7.747052609920501709e-02
-5.662768840789794922e+00,1.283650249242782593e-01,2.696014046669006348e-01,-3.914722427725791931e-02,-6.661547183990478516e+00,2.092511653900146484e-01
-1.070748615264892578e+01,-1.130053251981735229e-01,-1.439228653907775879e-01,6.782647967338562012e-02,9.260883331298828125e+00,-1.558600664138793945e-01
-1.426134967803955078e+01,-2.498911023139953613e-01,-1.062631234526634216e-01,-9.868381544947624207e-03,1.216923713684082031e+01,-2.090346068143844604e-03
-9.572370529174804688e+00,-2.398593723773956299e-02,-1.270032972097396851e-01,1.336513832211494446e-02,8.624202728271484375e+00,3.507591784000396729e-03
-7.790170669555664062e+00,-4.633931815624237061e-02,7.434055954217910767e-02,-6.932365149259567261e-02,-8.810953140258789062e+00,9.262464940547943115e-02
-9.628304481506347656e+00,2.018604725599288940e-01,-9.169220179319381714e-02,-9.834362566471099854e-02,8.467438697814941406e+00,2.119624465703964233e-01
-6.433098316192626953e+00,6.078755855560302734e-02,4.765946269035339355e-01,-7.742748409509658813e-02,-7.303963184356689453e+00,-2.142643630504608154e-01
-1.392648315429687500e+01,4.317618608474731445e-01,7.326278090476989746e-02,4.028953984379768372e-02,1.192082595825195312e+01,2.237957566976547241e-01
-5.146339893341064453e+00,-2.017095386981964111e-01,2.485330998897552490e-01,5.501290410757064819e-02,-6.400633811950683594e+00,-1.327811181545257568e-01
-8.613864898681640625e+00,-5.469700694084167480e-02,-2.415610849857330322e-02,3.493265062570571899e-02,-9.766051292419433594e+00,-8.666509389877319336e-02
