-5.000000000000000000e-01,2.747236490249633789e+00,4.649104118347167969e+00
-4.989989995956420898e-01,2.747043371200561523e+00,4.633658885955810547e+00
-4.979979991912841797e-01,2.746850490570068359e+00,4.618221759796142578e+00
-4.969969987869262695e-01,2.746658563613891602e+00,4.602793216705322266e+00
-4.959959983825683594e-01,2.746466636657714844e+00,4.587374687194824219e+00
-4.949949979782104492e-01,2.746275424957275391e+00,4.571963787078857422e+00
-4.939939975738525391e-01,2.746084213256835938e+00,4.556562423706054688e+00
-4.929929971694946289e-01,2.745893716812133789e+00,4.541170120239257812e+00
-4.919919967651367188e-01,2.745703220367431641e+00,4.525788307189941406e+00
-4.909909963607788086e-01,2.745513439178466797e+00,4.510414600372314453e+00
-4.899899959564208984e-01,2.745324134826660156e+00,4.495050907135009766e+00
-4.889889955520629883e-01,2.745135068893432617e+00,4.479695796966552734e+00
-4.879879951477050781e-01,2.744946718215942383e+00,4.464351654052734375e+00
-4.869869947433471680e-01,2.744758367538452148e+00,4.449017047882080078e+00
-4.859859943389892578e-01,2.744570255279541016e+00,4.433691501617431641e+00
-4.849849939346313477e-01,2.744383335113525391e+00,4.418376445770263672e+00
-4.839839935302734375e-01,2.744195938110351562e+00,4.403072357177734375e+00
-4.829829931259155273e-01,2.744009256362915039e+00,4.387776851654052734e+00
-4.819819927215576172e-01,2.743823051452636719e+00,4.372492313385009766e+00
-4.809809923171997070e-01,2.743637084960937500e+00,4.357218742370605469e+00
-4.799799919128417969e-01,2.743451833724975586e+00,4.341954708099365234e+00
-4.789789915084838867e-01,2.743267059326171875e+00,4.326701641082763672e+00
-4.779779911041259766e-01,2.743082046508789062e+00,4.311458587646484375e+00
-4.769769906997680664e-01,2.742898225784301758e+00,4.296227455139160156e+00
-4.759759902954101562e-01,2.742714405059814453e+00,4.281006336212158203e+00
-4.749749898910522461e-01,2.742530822753906250e+00,4.265795707702636719e+00
-4.739739894866943359e-01,2.742347717285156250e+00,4.250597000122070312e+00
-4.729729890823364258e-01,2.742165088653564453e+00,4.235409736633300781e+00
-4.719719886779785156e-01,2.741982936859130859e+00,4.220232963562011719e+00
-4.709709882736206055e-01,2.741801023483276367e+00,4.205067157745361328e+00
-4.699699878692626953e-01,2.741619586944580078e+00,4.189913749694824219e+00
-4.689689874649047852e-01,2.741438865661621094e+00,4.174771308898925781e+00
-4.679679572582244873e-01,2.741258144378662109e+00,4.159639835357666016e+00
-4.669669568538665771e-01,2.741077899932861328e+00,4.144521236419677734e+00
-4.659659564495086670e-01,2.740898132324218750e+00,4.129414081573486328e+00
-4.649649560451507568e-01,2.740718603134155273e+00,4.114318847656250000e+00
-4.639639556407928467e-01,2.740539550781250000e+00,4.099235534667968750e+00
-4.629629552364349365e-01,2.740360975265502930e+00,4.084165096282958984e+00
-4.619619548320770264e-01,2.740182638168334961e+00,4.069106101989746094e+00
-4.609609544277191162e-01,2.740005016326904297e+00,4.054059505462646484e+00
-4.599599540233612061e-01,2.739827632904052734e+00,4.039025783538818359e+00
-4.589589536190032959e-01,2.739650487899780273e+00,4.024003982543945312e+00
-4.579579532146453857e-01,2.739473819732666016e+00,4.008995056152343750e+00
-4.569569528102874756e-01,2.739297866821289062e+00,3.993999242782592773e+00
-4.559559524059295654e-01,2.739121913909912109e+00,3.979015588760375977e+00
-4.549549520015716553e-01,2.738946676254272461e+00,3.964045524597167969e+00
-4.539539515972137451e-01,2.738771677017211914e+00,3.949088811874389648e+00
-4.529529511928558350e-01,2.738596916198730469e+00,3.934144020080566406e+00
-4.519519507884979248e-01,2.738422870635986328e+00,3.919213294982910156e+00
-4.509509503841400146e-01,2.738249063491821289e+00,3.904295921325683594e+00
-4.499499499797821045e-01,2.738075733184814453e+00,3.889391660690307617e+00
-4.489489495754241943e-01,2.737902641296386719e+00,3.874500751495361328e+00
-4.479479491710662842e-01,2.737730026245117188e+00,3.859624147415161133e+00
-4.469469487667083740e-01,2.737557888031005859e+00,3.844761133193969727e+00
-4.459459483623504639e-01,2.737385988235473633e+00,3.829911708831787109e+00
-4.449449479579925537e-01,2.737214565277099609e+00,3.815076351165771484e+00
-4.439439475536346436e-01,2.737043619155883789e+00,3.800255775451660156e+00
-4.429429471492767334e-01,2.736873149871826172e+00,3.785448551177978516e+00
-4.419419467449188232e-01,2.736702919006347656e+00,3.770655632019042969e+00
-4.409409463405609131e-01,2.736533164978027344e+00,3.755877494812011719e+00
-4.399399459362030029e-01,2.736363649368286133e+00,3.741113662719726562e+00
-4.389389455318450928e-01,2.736194849014282227e+00,3.726364374160766602e+00
-4.379379451274871826e-01,2.736026287078857422e+00,3.711629867553710938e+00
-4.369369447231292725e-01,2.735857963562011719e+00,3.696909427642822266e+00
-4.359359443187713623e-01,2.735690355300903320e+00,3.682204723358154297e+00
-4.349349439144134521e-01,2.735522747039794922e+00,3.667514801025390625e+00
-4.339339435100555420e-01,2.735355854034423828e+00,3.652840137481689453e+00
-4.329329431056976318e-01,2.735189199447631836e+00,3.638180732727050781e+00
-4.319319427013397217e-01,2.735023021697998047e+00,3.623536825180053711e+00
-4.309309422969818115e-01,2.734857082366943359e+00,3.608907699584960938e+00
-4.299299418926239014e-01,2.734691858291625977e+00,3.594294786453247070e+00
-4.289289414882659912e-01,2.734527111053466797e+00,3.579697132110595703e+00
-4.279279410839080811e-01,2.734362363815307617e+00,3.565114974975585938e+00
-4.269269406795501709e-01,2.734198093414306641e+00,3.550549030303955078e+00
-4.259259402751922607e-01,2.734034538269042969e+00,3.535999298095703125e+00
-4.249249398708343506e-01,2.733870983123779297e+00,3.521465063095092773e+00
-4.239239394664764404e-01,2.733707904815673828e+00,3.506947040557861328e+00
-4.229229390621185303e-01,2.733545303344726562e+00,3.492445468902587891e+00
-4.219219386577606201e-01,2.733383178710937500e+00,3.477960586547851562e+00
-4.209209382534027100e-01,2.733221530914306641e+00,3.463491439819335938e+00
-4.199199080467224121e-01,2.733060359954833984e+00,3.449039459228515625e+00
-4.189189076423645020e-01,2.732899188995361328e+00,3.434603691101074219e+00
-4.179179072380065918e-01,2.732738733291625977e+00,3.420185565948486328e+00
-4.169169068336486816e-01,2.732578516006469727e+00,3.405783653259277344e+00
-4.159159064292907715e-01,2.732418537139892578e+00,3.391399383544921875e+00
-4.149149060249328613e-01,2.732259273529052734e+00,3.377031564712524414e+00
