-1.369895744323730469e+01,-4.408709704875946045e-01,0.000000000000000000e+00,-4.898566752672195435e-02,1.174396610260009766e+01,-4.408709704875946045e-01,-6.223326548933982849e-02,-8.324339985847473145e-02,1.043890190124511719e+01,-3.128138184547424316e-01,0.000000000000000000e+00,-4.408709704875946045e-02,1.174396610260009766e+01,-3.967838585376739502e-01
-1.369472694396972656e+01,-4.404400289058685303e-01,0.000000000000000000e+00,-4.893778264522552490e-02,1.174058151245117188e+01,-4.404400289058685303e-01,-6.211036071181297302e-02,-8.327782154083251953e-02,1.043914413452148438e+01,-3.126738667488098145e-01,0.000000000000000000e+00,-4.404400289058685303e-02,1.174058151245117188e+01,-3.963960111141204834e-01
-1.369049739837646484e+01,-4.400090873241424561e-01,0.000000000000000000e+00,-4.888990148901939392e-02,1.173719787597656250e+01,-4.400090873241424561e-01,-6.198739632964134216e-02,-8.331222087144851685e-02,1.043938636779785156e+01,-3.125340044498443604e-01,0.000000000000000000e+00,-4.400090873241424561e-02,1.173719787597656250e+01,-3.960081636905670166e-01
-1.368626689910888672e+01,-4.395781159400939941e-01,0.000000000000000000e+00,-4.884201288223266602e-02,1.173381328582763672e+01,-4.395781159400939941e-01,-6.186417862772941589e-02,-8.334657549858093262e-02,1.043962669372558594e+01,-3.123938441276550293e-01,0.000000000000000000e+00,-4.395781084895133972e-02,1.173381328582763672e+01,-3.956202864646911621e-01
-1.368203735351562500e+01,-4.391471445560455322e-01,0.000000000000000000e+00,-4.879413172602653503e-02,1.173042964935302734e+01,-4.391471445560455322e-01,-6.174113973975181580e-02,-8.338095247745513916e-02,1.043986892700195312e+01,-3.122532963752746582e-01,0.000000000000000000e+00,-4.391471669077873230e-02,1.173042964935302734e+01,-3.952324092388153076e-01
-1.367780685424804688e+01,-4.387162029743194580e-01,0.000000000000000000e+00,-4.874624684453010559e-02,1.172704601287841797e+01,-4.387162029743194580e-01,-6.161768361926078796e-02,-8.341534435749053955e-02,1.044011116027832031e+01,-3.121129274368286133e-01,0.000000000000000000e+00,-4.387162253260612488e-02,1.172704601287841797e+01,-3.948445618152618408e-01
-1.367357730865478516e+01,-4.382852613925933838e-01,0.000000000000000000e+00,-4.869836196303367615e-02,1.172366237640380859e+01,-4.382852613925933838e-01,-6.149430200457572937e-02,-8.344972878694534302e-02,1.044035243988037109e+01,-3.119723200798034668e-01,0.000000000000000000e+00,-4.382852837443351746e-02,1.172366237640380859e+01,-3.944567143917083740e-01
-1.366934680938720703e+01,-4.378542900085449219e-01,0.000000000000000000e+00,-4.865047708153724670e-02,1.172027778625488281e+01,-4.378542900085449219e-01,-6.137074157595634460e-02,-8.348407596349716187e-02,1.044059181213378906e+01,-3.118317723274230957e-01,0.000000000000000000e+00,-4.378543049097061157e-02,1.172027778625488281e+01,-3.940688371658325195e-01
-1.366511726379394531e+01,-4.374233186244964600e-01,0.000000000000000000e+00,-4.860259220004081726e-02,1.171689414978027344e+01,-4.374233186244964600e-01,-6.124707683920860291e-02,-8.351851999759674072e-02,1.044083023071289062e+01,-3.116909265518188477e-01,0.000000000000000000e+00,-4.374233260750770569e-02,1.171689414978027344e+01,-3.936809897422790527e-01
-1.366088676452636719e+01,-4.369923770427703857e-01,0.000000000000000000e+00,-4.855471104383468628e-02,1.171350955963134766e+01,-4.369923770427703857e-01,-6.112330779433250427e-02,-8.355287462472915649e-02,1.044106960296630859e+01,-3.115498721599578857e-01,0.000000000000000000e+00,-4.369923844933509827e-02,1.171350955963134766e+01,-3.932931423187255859e-01
-1.365665626525878906e+01,-4.365614354610443115e-01,0.000000000000000000e+00,-4.850682616233825684e-02,1.171012496948242188e+01,-4.365614354610443115e-01,-6.099956855177879333e-02,-8.358729630708694458e-02,1.044131088256835938e+01,-3.114089369773864746e-01,0.000000000000000000e+00,-4.365614429116249084e-02,1.171012496948242188e+01,-3.929052948951721191e-01
-1.365242671966552734e+01,-4.361304640769958496e-01,0.000000000000000000e+00,-4.845894500613212585e-02,1.170674133300781250e+01,-4.361304640769958496e-01,-6.087557598948478699e-02,-8.362164348363876343e-02,1.044154930114746094e+01,-3.112676739692687988e-01,0.000000000000000000e+00,-4.361304640769958496e-02,1.170674133300781250e+01,-3.925174176692962646e-01
-1.364819622039794922e+01,-4.356994926929473877e-01,0.000000000000000000e+00,-4.841105639934539795e-02,1.170335674285888672e+01,-4.356994926929473877e-01,-6.075147911906242371e-02,-8.365608006715774536e-02,1.044178771972656250e+01,-3.111262917518615723e-01,0.000000000000000000e+00,-4.356994852423667908e-02,1.170335674285888672e+01,-3.921295404434204102e-01
-1.364396667480468750e+01,-4.352685511112213135e-01,0.000000000000000000e+00,-4.836317524313926697e-02,1.169997310638427734e+01,-4.352685511112213135e-01,-6.062726303935050964e-02,-8.369046449661254883e-02,1.044202613830566406e+01,-3.109846711158752441e-01,0.000000000000000000e+00,-4.352685436606407166e-02,1.169997310638427734e+01,-3.917416930198669434e-01
-1.363973617553710938e+01,-4.348376095294952393e-01,0.000000000000000000e+00,-4.831529036164283752e-02,1.169658946990966797e+01,-4.348376095294952393e-01,-6.050303205847740173e-02,-8.372487872838973999e-02,1.044226455688476562e+01,-3.108432888984680176e-01,0.000000000000000000e+00,-4.348376020789146423e-02,1.169658946990966797e+01,-3.913538455963134766e-01
-1.363550662994384766e+01,-4.344066381454467773e-01,0.000000000000000000e+00,-4.826740548014640808e-02,1.169320583343505859e+01,-4.344066381454467773e-01,-6.037865206599235535e-02,-8.375920355319976807e-02,1.044250106811523438e+01,-3.107013702392578125e-01,0.000000000000000000e+00,-4.344066604971885681e-02,1.169320583343505859e+01,-3.909659683704376221e-01
-1.363127613067626953e+01,-4.339756965637207031e-01,0.000000000000000000e+00,-4.821952432394027710e-02,1.168982124328613281e+01,-4.339756965637207031e-01,-6.025422737002372742e-02,-8.379366248846054077e-02,1.044273948669433594e+01,-3.105596899986267090e-01,0.000000000000000000e+00,-4.339757189154624939e-02,1.168982124328613281e+01,-3.905781209468841553e-01
-1.362704658508300781e+01,-4.335447251796722412e-01,0.000000000000000000e+00,-4.817163571715354919e-02,1.168643760681152344e+01,-4.335447251796722412e-01,-6.012965366244316101e-02,-8.382802456617355347e-02,1.044297409057617188e+01,-3.104174733161926270e-01,0.000000000000000000e+00,-4.335447400808334351e-02,1.168643760681152344e+01,-3.901902437210083008e-01
-1.362281608581542969e+01,-4.331137537956237793e-01,0.000000000000000000e+00,-4.812375456094741821e-02,1.168305301666259766e+01,-4.331137537956237793e-01,-6.000497564673423767e-02,-8.386243134737014771e-02,1.044320964813232422e+01,-3.102753758430480957e-01,0.000000000000000000e+00,-4.331137612462043762e-02,1.168305301666259766e+01,-3.898023664951324463e-01
-1.361858558654785156e+01,-4.326828122138977051e-01,0.000000000000000000e+00,-4.807586967945098877e-02,1.167966842651367188e+01,-4.326828122138977051e-01,-5.988007411360740662e-02,-8.389683812856674194e-02,1.044344711303710938e+01,-3.101332783699035645e-01,0.000000000000000000e+00,-4.326828196644783020e-02,1.167966842651367188e+01,-3.894145190715789795e-01
-1.361435604095458984e+01,-4.322518706321716309e-01,0.000000000000000000e+00,-4.802798852324485779e-02,1.167628479003906250e+01,-4.322518706321716309e-01,-5.975514277815818787e-02,-8.393125236034393311e-02,1.044368076324462891e+01,-3.099907636642456055e-01,0.000000000000000000e+00,-4.322518780827522278e-02,1.167628479003906250e+01,-3.890266716480255127e-01
-1.361012554168701172e+01,-4.318208992481231689e-01,0.000000000000000000e+00,-4.798009991645812988e-02,1.167290019989013672e+01,-4.318208992481231689e-01,-5.963009223341941833e-02,-8.396561443805694580e-02,1.044391632080078125e+01,-3.098483681678771973e-01,0.000000000000000000e+00,-4.318208992481231689e-02,1.167290019989013672e+01,-3.886387944221496582e-01
-1.360589599609375000e+01,-4.313899278640747070e-01,0.000000000000000000e+00,-4.793221876025199890e-02,1.166951656341552734e+01,-4.313899278640747070e-01,-5.950505658984184265e-02,-8.399993181228637695e-02,1.044415187835693359e+01,-3.097056746482849121e-01,0.000000000000000000e+00,-4.313899204134941101e-02,1.166951656341552734e+01,-3.882509171962738037e-01
-1.360166549682617188e+01,-4.309589862823486328e-01,0.000000000000000000e+00,-4.788433387875556946e-02,1.166613292694091797e+01,-4.309589862823486328e-01,-5.937979742884635925e-02,-8.403427153825759888e-02,1.044438648223876953e+01,-3.095628023147583008e-01,0.000000000000000000e+00,-4.309589788317680359e-02,1.166613292694091797e+01,-3.878630697727203369e-01
-1.359743595123291016e+01,-4.305280447006225586e-01,0.000000000000000000e+00,-4.783644899725914001e-02,1.166274929046630859e+01,-4.305280447006225586e-01,-5.925447866320610046e-02,-8.406866341829299927e-02,1.044462108612060547e+01,-3.094198107719421387e-01,0.000000000000000000e+00,-4.305280372500419617e-02,1.166274929046630859e+01,-3.874752223491668701e-01
-1.359320545196533203e+01,-4.300970733165740967e-01,0.000000000000000000e+00,-4.778856784105300903e-02,1.165936470031738281e+01,-4.300970733165740967e-01,-5.912901088595390320e-02,-8.410307765007019043e-02,1.044485378265380859e+01,-3.092769980430603027e-01,0.000000000000000000e+00,-4.300970956683158875e-02,1.165936470031738281e+01,-3.870873451232910156e-01
-1.358897590637207031e+01,-4.296661019325256348e-01,0.000000000000000000e+00,-4.774067923426628113e-02,1.165598106384277344e+01,-4.296661019325256348e-01,-5.900345370173454285e-02,-8.413738012313842773e-02,1.044508647918701172e+01,-3.091336488723754883e-01,0.000000000000000000e+00,-4.296661168336868286e-02,1.165598106384277344e+01,-3.866994678974151611e-01
-1.358474540710449219e+01,-4.292351603507995605e-01,0.000000000000000000e+00,-4.769279807806015015e-02,1.165259647369384766e+01,-4.292351603507995605e-01,-5.887779220938682556e-02,-8.417172729969024658e-02,1.044532012939453125e+01,-3.089905381202697754e-01,0.000000000000000000e+00,-4.292351752519607544e-02,1.165259647369384766e+01,-3.863116204738616943e-01
-1.358051490783691406e+01,-4.288042187690734863e-01,0.000000000000000000e+00,-4.764491319656372070e-02,1.164921188354492188e+01,-4.288042187690734863e-01,-5.875199660658836365e-02,-8.420612663030624390e-02,1.044555091857910156e+01,-3.088470995426177979e-01,0.000000000000000000e+00,-4.288042336702346802e-02,1.164921188354492188e+01,-3.859237730503082275e-01
-1.357628536224365234e+01,-4.283732473850250244e-01,0.000000000000000000e+00,-4.759703204035758972e-02,1.164582824707031250e+01,-4.283732473850250244e-01,-5.862623080611228943e-02,-8.424048125743865967e-02,1.044578170776367188e+01,-3.087032437324523926e-01,0.000000000000000000e+00,-4.283732548356056213e-02,1.164582824707031250e+01,-3.855359256267547607e-01
