-9.946187019348144531e+00,3.424699902534484863e-01,2.258160896599292755e-02,-7.640148699283599854e-02,8.697025299072265625e+00,3.448760509490966797e-01
-8.375123977661132812e+00,3.499398231506347656e-01,1.404776126146316528e-01,2.324844598770141602e-01,-9.419285774230957031e+00,4.956627190113067627e-01
-8.251234054565429688e+00,4.065648913383483887e-01,7.649561762809753418e-02,1.616000831127166748e-01,-9.274575233459472656e+00,6.117607951164245605e-01
-6.031346321105957031e+00,-2.910365164279937744e-02,4.118567407131195068e-01,1.374510526657104492e-01,-7.228058815002441406e+00,6.948599964380264282e-02
-9.138777732849121094e+00,-3.726136311888694763e-02,-2.423433214426040649e-02,7.587437517940998077e-03,-1.011580848693847656e+01,1.222065370529890060e-02
-8.467690467834472656e+00,4.020721912384033203e-01,9.306775778532028198e-02,8.636225014925003052e-02,-9.529047966003417969e+00,3.698492050170898438e-01
-1.252245807647705078e+01,-3.332438468933105469e-01,-1.374761015176773071e-01,-8.452422916889190674e-04,1.078219890594482422e+01,-2.111822515726089478e-01
-1.139866447448730469e+01,-2.773055732250213623e-01,-2.237753756344318390e-02,-3.540864214301109314e-03,1.004779720306396484e+01,-1.163778379559516907e-01
-1.031593894958496094e+01,-4.035236537456512451e-01,1.284685581922531128e-01,1.057640463113784790e-02,9.079731941223144531e+00,-4.705348014831542969e-01
-1.047054958343505859e+01,-3.125176727771759033e-01,5.295331031084060669e-02,-1.863898336887359619e-01,9.302850723266601562e+00,-2.393595427274703979e-01
-1.282405376434326172e+01,1.285356581211090088e-01,1.348243653774261475e-02,6.411803886294364929e-03,1.106162261962890625e+01,3.207604289054870605e-01
-5.408916473388671875e+00,-3.632037937641143799e-01,4.147960245609283447e-01,-7.941009104251861572e-02,-6.272413730621337891e+00,-3.015820980072021484e-01
-5.842882156372070312e+00,4.930065572261810303e-01,4.047313332557678223e-01,-4.059975966811180115e-02,-6.890629768371582031e+00,4.670804440975189209e-01
-1.366074371337890625e+01,1.377302706241607666e-01,7.379724178463220596e-03,-1.685694046318531036e-02,1.193737506866455078e+01,1.490881741046905518e-01
-8.293060302734375000e+00,1.523391008377075195e-01,3.746238350868225098e-02,1.547322571277618408e-01,-8.942754745483398438e+00,2.948807179927825928e-01
-8.863166809082031250e+00,1.579184532165527344e-01,1.790365427732467651e-01,3.652604296803474426e-02,-9.779426574707031250e+00,5.194867253303527832e-01
-7.538675308227539062e+00,-7.923854514956474304e-03,2.313740253448486328e-01,1.095556095242500305e-01,-8.590369224548339844e+00,-2.656497061252593994e-01
-1.123481082916259766e+01,-2.023742347955703735e-02,-2.084274590015411377e-01,2.939481139183044434e-01,9.819476127624511719e+00,1.125011146068572998e-01
-1.341248130798339844e+01,-6.915411353111267090e-02,5.107831582427024841e-02,-1.409516390413045883e-02,1.143479633331298828e+01,-3.402580022811889648e-01
-1.228376770019531250e+01,2.490118891000747681e-02,6.232302263379096985e-02,-1.260779350996017456e-01,1.079413318634033203e+01,9.426558017730712891e-02
